,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year
3608,Laron Profit,4,2000,2006,1977-08-05,Charleston,South Carolina,University of Maryland,38th overall,2nd round,Orlando Magic,1999
3609,Clifford Ray,10,1972,1981,1949-01-21,Union,South Carolina,University of Oklahoma,40th overall,3rd round,Chicago Bulls,1971
3610,Stanley Roberts,8,1992,2000,1970-02-07,Hopkins,South Carolina,Louisiana State University,23rd overall,1st round,Orlando Magic,1991
3611,Ramon Sessions,11,2008,2018,1986-04-11,Myrtle Beach,South Carolina,"University of Nevada, Reno",56th overall,2nd round,Milwaukee Bucks,2007
3612,John Shumate,5,1976,1981,1952-04-06,Greenville,South Carolina,University of Notre Dame,4th overall,1st round,Phoenix Suns,1974
3613,Levern Tart,4,1968,1971,1942-06-01,Marion,South Carolina,Bradley University,52nd overall,6th round,Boston Celtics,1964
3614,Sindarius Thornwell,4,2018,2021,1994-11-15,Lancaster,South Carolina,University of South Carolina,48th overall,2nd round,Milwaukee Bucks,2017
3615,Jayson Williams,9,1991,1999,1968-02-22,Ritter,South Carolina,St. John's University,21st overall,1st round,Phoenix Suns,1990
3616,Travis Williams,2,1998,1999,1969-05-27,Columbia,South Carolina,South Carolina State University,,,,
3617,Leon Wood,6,1985,1991,1962-03-25,Columbia,South Carolina,"University of Arizona, California State University, Fullerton",10th overall,1st round,Philadelphia 76ers,1984
3618,Ray Ellefson,2,1949,1951,1922-11-18,Brookings,South Dakota,West Texas A&M University,,,,
3619,Mike Miller,17,2001,2017,1980-02-19,Mitchell,South Dakota,University of Florida,5th overall,1st round,Orlando Magic,2000
3620,Med Park,5,1956,1960,1933-04-11,Britton,South Dakota,University of Missouri,,,,
3621,Jared Reiner,2,2005,2007,1982-04-08,Tripp,South Dakota,University of Iowa,,,,
3622,Jon Sundvold,9,1984,1992,1961-07-02,Sioux Falls,South Dakota,University of Missouri,16th overall,1st round,Seattle SuperSonics,1983
3623,Vincent Askew,9,1988,1998,1966-02-28,Memphis,Tennessee,University of Memphis,39th overall,2nd round,Philadelphia 76ers,1987
3624,Corey Beck,3,1996,1999,1971-05-27,Memphis,Tennessee,"South Plains College, University of Arkansas",,,,
3625,William Bedford,6,1987,1993,1963-12-14,Memphis,Tennessee,University of Memphis,6th overall,1st round,Phoenix Suns,1986
3626,Tarik Black,4,2015,2018,1991-11-22,Memphis,Tennessee,"University of Memphis, University of Kansas",,,,
3627,Jordan Bone,2,2020,2021,1997-11-05,Nashville,Tennessee,,,,,
3628,Corey Brewer,13,2008,2020,1986-03-05,Portland,Tennessee,University of Florida,7th overall,1st round,Minnesota Timberwolves,2007
3629,Antonio Burks,2,2005,2006,1980-02-25,Memphis,Tennessee,University of Memphis,36th overall,2nd round,Orlando Magic,2004
3630,Art Burris,2,1951,1952,1924-04-07,Nashville,Tennessee,University of Tennessee,1950 NBA Draft,3rd roun,Fort Wayne Pistons,
3631,Mike Butler,4,1969,1972,1946-10-22,Memphis,Tennessee,University of Memphis,121st overall,10th round,San Diego Rockets,1968
3632,Derrick Byars,1,2012,2012,1984-04-25,Memphis,Tennessee,"University of Virginia, Vanderbilt University",42nd overall,2nd round,Portland Trail Blazers,2007
3633,Rodney Carney,5,2007,2011,1984-04-15,Memphis,Tennessee,University of Memphis,16th overall,1st round,Chicago Bulls,2006
3634,Chris Chiozza,4,2019,2022,1995-11-21,Memphis,Tennessee,,,,,
3635,Carlos Clark,2,1984,1985,1960-08-10,Somerville,Tennessee,University of Mississippi,91st overall,4th round,Boston Celtics,1983
3636,Ian Clark,6,2014,2019,1991-03-07,Memphis,Tennessee,Belmont University,,,,
3637,Coty Clarke,1,2016,2016,1992-07-04,Antioch,Tennessee,University of Arkansas,,,,
3638,Antonius Cleveland,2,2018,2020,1994-02-02,Memphis,Tennessee,Southeast Missouri State University,,,,
3639,Lester Conner,12,1983,1995,1959-09-17,Memphis,Tennessee,Oregon State University,14th overall,1st round,Golden State Warriors,1982
3640,Dillard Crocker,4,1949,1953,1925-01-19,Coffee County,Tennessee,Western Michigan University,,,,
3641,Charles Davis,8,1982,1990,1958-10-05,Nashville,Tennessee,Vanderbilt University,35th overall,2nd round,Washington Bullets,1981
3642,Tony Delk,10,1997,2006,1974-01-28,Covington,Tennessee,University of Kentucky,16th overall,1st round,Charlotte Hornets,1996
3643,Larry Finch,2,1974,1975,1951-02-16,Memphis,Tennessee,University of Memphis,68th overall,4th round,Los Angeles Lakers,1973
3644,Chris Garner,2,1998,2001,1975-02-02,Memphis,Tennessee,University of Memphis,,,,
3645,Calvin Garrett,4,1981,1984,1956-07-11,Parsons,Tennessee,"Austin Peay State University, Oral Roberts University",47th overall,3rd round,Chicago Bulls,1979
3646,Dee Gibson,1,1950,1950,1923-08-25,Cleveland,Tennessee,Western Kentucky University,,1948 BAA Draf,Minneapolis Lakers,
3647,Sylvester Gray,1,1989,1989,1967-07-08,Millington,Tennessee,University of Memphis,35th overall,2nd round,Miami Heat,1988
3648,Marcus Haislip,4,2003,2010,1980-12-22,Lewisburg,Tennessee,University of Tennessee,13th overall,1st round,Milwaukee Bucks,2002
3649,Steve Hamer,1,1997,1997,1973-11-13,Memphis,Tennessee,University of Tennessee,38th overall,2nd round,Boston Celtics,1996
3650,Anfernee Hardaway,14,1994,2008,1971-07-18,Memphis,Tennessee,University of Memphis,3rd overall,1st round,Golden State Warriors,1993
3651,Bob Harris,5,1950,1954,1927-03-16,Linden,Tennessee,Oklahoma State University,3rd overall,1st round,Fort Wayne Pistons,1949
3652,David Harrison,4,2005,2008,1982-08-15,Nashville,Tennessee,University of Colorado,29th overall,1st round,Indiana Pacers,2004
3653,Trenton Hassell,9,2002,2010,1979-03-04,Clarksville,Tennessee,Austin Peay State University,30th overall,2nd round,Chicago Bulls,2001
3654,Kirk Haston,2,2002,2003,1979-03-10,Lobelville,Tennessee,Indiana University,16th overall,1st round,Charlotte Hornets,2001
3655,Cedric Henderson,5,1998,2002,1975-03-11,Memphis,Tennessee,University of Memphis,44th overall,2nd round,Cleveland Cavaliers,1997
3656,Keith Herron,3,1979,1982,1956-06-14,Memphis,Tennessee,Villanova University,24th overall,2nd round,Portland Trail Blazers,1978
3657,Paul Hogue,2,1963,1964,1940-04-28,Knoxville,Tennessee,University of Cincinnati,2nd overall,1st round,New York Knicks,1962
3658,Otis Howard,1,1979,1979,1956-11-05,Oak Ridge,Tennessee,Austin Peay State University,80th overall,4th round,Milwaukee Bucks,1978
3659,Bailey Howell,12,1960,1971,1937-01-20,Middleton,Tennessee,Mississippi State University,2nd overall,1st round,Detroit Pistons,1959
3660,Lester Hudson,4,2010,2015,1984-08-07,Memphis,Tennessee,University of Tennessee at Martin,58th overall,2nd round,Boston Celtics,2009
3661,Les Hunter,7,1965,1973,1942-08-16,Nashville,Tennessee,Loyola University of Chicago,9th overall,2nd round,Detroit Pistons,1964
3662,Abdul Jeelani,2,1980,1981,1954-02-10,Bells,Tennessee,University of Wisconsin-Parkside,,,,
3663,John Jenkins,6,2013,2019,1991-03-06,Nashville,Tennessee,Vanderbilt University,23rd overall,1st round,Atlanta Hawks,2012
3664,Keon Johnson,1,2022,2022,2002-03-10,Shelbyville,Tennessee,,,,,
3665,Dontae' Jones,1,1998,1998,1975-06-02,Nashville,Tennessee,"Northeast Mississippi Community College, Mississippi State University",21st overall,1st round,New York Knicks,1996
3666,Jemerrio Jones,2,2019,2022,1995-04-09,Nashville,Tennessee,"Hill College, New Mexico State University",,,,
3667,Popeye Jones,11,1994,2004,1970-06-17,Dresden,Tennessee,Murray State University,41st overall,2nd round,Houston Rockets,1992
3668,Rich Jones,8,1970,1977,1946-12-27,Memphis,Tennessee,University of Memphis,49th overall,4th round,Phoenix Suns,1968
3669,Clyde Lee,10,1967,1976,1944-03-14,Nashville,Tennessee,Vanderbilt University,3rd overall,1st round,San Francisco Warriors,1966
3670,Bill Ligon,1,1975,1975,1952-05-29,Nashville,Tennessee,Vanderbilt University,175th overall,10th round,Detroit Pistons,1974
3671,Ryan Lorthridge,1,1995,1995,1972-07-27,Nashville,Tennessee,Jackson State University,,,,
3672,Malcolm Mackey,1,1994,1994,1970-07-11,Chattanooga,Tennessee,Georgia Institute of Technology,27th overall,1st round,Phoenix Suns,1993
3673,Tom Marshall,4,1955,1959,1931-01-06,Coldwater,Tennessee,Western Kentucky University,7th overall,1st round,Rochester Royals,1954
3674,Jeremiah Martin,2,2020,2021,1996-06-19,Memphis,Tennessee,,,,,
3675,Garrison Mathews,3,2020,2022,1996-10-24,Franklin,Tennessee,,,,,
3676,Ted McClain,8,1972,1979,1946-08-30,Nashville,Tennessee,Tennessee State University,22nd overall,2nd round,Atlanta Hawks,1971
3677,Hank McDowell,6,1982,1987,1959-11-13,Memphis,Tennessee,University of Memphis,102nd overall,5th round,Golden State Warriors,1981
3678,Darnell Mee,2,1994,1995,1971-02-11,Cleveland,Tennessee,Western Kentucky University,34th overall,2nd round,Golden State Warriors,1993
3679,Jodie Meeks,10,2010,2019,1987-08-21,Nashville,Tennessee,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009
3680,Ron Mercer,8,1998,2005,1976-05-18,Nashville,Tennessee,University of Kentucky,6th overall,1st round,Boston Celtics,1997
3681,Johnny Neumann,7,1972,1978,1951-09-11,Memphis,Tennessee,University of Mississippi,98th overall,6th round,Chicago Bulls,1973
3682,Cameron Payne,7,2016,2022,1994-08-08,Memphis,Tennessee,Murray State University,14th overall,1st round,Oklahoma City Thunder,2015
3683,Elliot Perry,10,1992,2002,1969-03-28,Memphis,Tennessee,University of Memphis,37th overall,2nd round,Los Angeles Clippers,1991
3684,Don Ray,1,1950,1950,1921-07-08,Mt. Juliet,Tennessee,Western Kentucky University,11th overall,1st round,Philadelphia Warriors,1948
3685,JJ Redick,15,2007,2021,1984-06-24,Cookeville,Tennessee,Duke University,11th overall,1st round,Orlando Magic,2006
3686,Rick Roberson,7,1970,1976,1947-07-07,Memphis,Tennessee,University of Cincinnati,15th overall,1st round,Los Angeles Lakers,1969
3687,Anthony Roberts,5,1978,1984,1955-04-15,Chattanooga,Tennessee,Oral Roberts University,21st overall,1st round,Denver Nuggets,1977
3688,Oscar Robertson,14,1961,1974,1938-11-24,Charlotte,Tennessee,University of Cincinnati,1st overall,1st round,Cincinnati Royals,1960
3689,Ronnie Robinson,2,1974,1975,1951-03-09,Memphis,Tennessee,University of Memphis,60th overall,4th round,Phoenix Suns,1973
3690,Doug Roth,1,1990,1990,1967-08-24,Knoxville,Tennessee,University of Tennessee,41st overall,2nd round,Washington Bullets,1989
3691,Campy Russell,9,1975,1985,1952-01-12,Jackson,Tennessee,University of Michigan,8th overall,1st round,Cleveland Cavaliers,1974
3692,Alvin Scott,8,1978,1985,1955-09-14,Cleveland,Tennessee,Oral Roberts University,136th overall,7th round,Phoenix Suns,1977
3693,McKinley Singleton,1,1987,1987,1961-10-29,Memphis,Tennessee,University of Alabama at Birmingham,120th overall,6th round,Milwaukee Bucks,1984
3694,Jim Slaughter,1,1952,1952,1928-05-13,Bristol,Tennessee,University of South Carolina,31st overall,4th round,Tri-Cities Blackhawks,1951
3695,Bingo Smith,11,1970,1980,1946-02-26,Memphis,Tennessee,University of Tulsa,6th overall,1st round,San Diego Rockets,1969
3696,Ryan Stack,2,1999,2000,1975-07-24,Nashville,Tennessee,University of South Carolina,48th overall,2nd round,Cleveland Cavaliers,1998
3697,Jarnell Stokes,3,2015,2017,1994-01-07,Memphis,Tennessee,University of Tennessee,35th overall,2nd round,Utah Jazz,2014
3698,Johnny Taylor,3,1998,2000,1974-06-04,Chattanooga,Tennessee,"Indian Hills Community College, University of Tennessee at Chattanooga",17th overall,1st round,Orlando Magic,1997
3699,Adonis Thomas,1,2014,2014,1993-03-25,Memphis,Tennessee,University of Memphis,,,,
3700,Paul Thompson,3,1984,1986,1961-05-25,Smyrna,Tennessee,Tulane University,50th overall,3rd round,Cleveland Cavaliers,1983
3701,Andre Turner,6,1987,1992,1964-12-13,Memphis,Tennessee,University of Memphis,69th overall,3rd round,Los Angeles Lakers,1986
3702,Elston Turner,8,1982,1989,1959-06-10,Knoxville,Tennessee,University of Mississippi,43rd overall,2nd round,Dallas Mavericks,1981
3703,David Vaughn,2,1975,1976,1952-06-04,Nashville,Tennessee,Oral Roberts University,63rd overall,4th round,New York Knicks,1975
3704,Dwight Waller,3,1969,1972,1945-10-05,Brownsville,Tennessee,Tennessee State University,131st overall,10th round,Atlanta Hawks,1968
3705,Willie White,2,1985,1986,1962-08-20,Memphis,Tennessee,University of Tennessee at Chattanooga,42nd overall,2nd round,Denver Nuggets,1984
3706,Ron Widby,1,1968,1968,1945-03-09,Knoxville,Tennessee,University of Tennessee,126th overall,12th round,Chicago Bulls,1967
3707,James Wilkes,3,1981,1983,1958-04-01,Nashville,Tennessee,"University of California, Los Angeles",50th overall,3rd round,Chicago Bulls,1980
3708,Elliot Williams,4,2012,2016,1989-06-20,Memphis,Tennessee,"Duke University, University of Memphis",22nd overall,1st round,Portland Trail Blazers,2010
3709,Johnathan Williams,2,2019,2020,1995-05-22,Memphis,Tennessee,"University of Missouri, Gonzaga University",,,,
3710,Lou Williams,17,2006,2022,1986-10-27,Memphis,Tennessee,,45th overall,2nd round,Philadelphia 76ers,2005
3711,Shawne Williams,7,2007,2015,1986-02-16,Memphis,Tennessee,University of Memphis,17th overall,1st round,Indiana Pacers,2006
3712,Michael Wilson,3,1984,1987,1959-09-15,Memphis,Tennessee,Marquette University,47th overall,3rd round,Cleveland Cavaliers,1982
3713,James Wiseman,1,2021,2021,2001-03-31,Nashville,Tennessee,,,,,
3714,Qyntel Woods,4,2003,2006,1981-02-16,Memphis,Tennessee,Northeast Mississippi Community College,21st overall,1st round,Portland Trail Blazers,2002
3715,Brandan Wright,10,2008,2018,1987-10-05,Nashville,Tennessee,University of North Carolina,8th overall,1st round,Charlotte Bobcats,2007
3716,Lorenzen Wright,13,1997,2009,1975-11-04,Memphis,Tennessee,University of Memphis,7th overall,1st round,Los Angeles Clippers,1996
3717,Vincent Yarbrough,1,2003,2003,1981-03-21,Cleveland,Tennessee,University of Tennessee,33rd overall,2nd round,Denver Nuggets,2002
3718,Stephen Zimmerman,1,2017,2017,1996-09-09,Hendersonville,Tennessee,"University of Nevada, Las Vegas",41st overall,2nd round,Orlando Magic,2016
3719,Quincy Acy,7,2013,2019,1990-10-06,Tyler,Texas,Baylor University,37th overall,2nd round,Toronto Raptors,2012
3720,LaMarcus Aldridge,16,2007,2022,1985-07-19,Dallas,Texas,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006
3721,Greg Anderson,10,1988,1998,1964-06-22,Houston,Texas,University of Houston,23rd overall,1st round,San Antonio Spurs,1987
3722,Jay Arnette,3,1964,1966,1938-12-19,Austin,Texas,University of Texas at Austin,9th overall,2nd round,Cincinnati Royals,1960
3723,Darrell Arthur,9,2009,2018,1988-03-25,Dallas,Texas,University of Kansas,27th overall,1st round,New Orleans Hornets,2008
3724,Chris Babb,1,2014,2014,1990-02-14,Arlington,Texas,"Pennsylvania State University, Iowa State University",,,,
3725,Tom Barker,2,1977,1979,1955-03-11,Harlingen,Texas,University of Hawaii,53rd overall,4th round,Atlanta Hawks,1976
3726,Maceo Baston,4,2003,2009,1975-05-29,Corsicana,Texas,University of Michigan,58th overall,2nd round,Chicago Bulls,1998
3727,Tony Battie,14,1998,2012,1976-02-11,Dallas,Texas,Texas Tech University,5th overall,1st round,Denver Nuggets,1997
3728,John Beasley,7,1968,1974,1944-02-05,Texarkana,Texas,Texas A&M University,45th overall,5th round,Baltimore Bullets,1966
3729,Zelmo Beaty,12,1963,1975,1939-10-25,Hillister,Texas,Prairie View A&M University,3rd overall,1st round,St. Louis Hawks,1962
3730,Mario Bennett,4,1996,2000,1973-08-01,Denton,Texas,Arizona State University,27th overall,1st round,Phoenix Suns,1995
3731,Lance Blanks,3,1991,1993,1966-09-09,Del Rio,Texas,"University of Virginia, University of Texas at Austin",26th overall,1st round,Detroit Pistons,1990
3732,Mookie Blaylock,13,1990,2002,1967-03-20,Garland,Texas,"Midland College, University of Oklahoma",12th overall,1st round,New Jersey Nets,1989
3733,Marques Bolden,2,2020,2021,1998-04-17,Dallas,Texas,,,,,
3734,Chris Bosh,13,2004,2016,1984-03-24,Dallas,Texas,Georgia Institute of Technology,4th overall,1st round,Toronto Raptors,2003
3735,Nate Bowman,6,1967,1972,1943-03-19,Fort Worth,Texas,Wichita State University,7th overall,1st round,Cincinnati Royals,1965
3736,Price Brookfield,2,1949,1950,1920-05-11,Floydada,Texas,West Texas A&M University,,,,
3737,Armoni Brooks,2,2021,2022,1998-06-05,Waco,Texas,,,,,
3738,Greg Brown III,1,2022,2022,2001-09-01,Dallas,Texas,,,,,
3739,David Burns,1,1982,1982,1958-07-03,Dallas,Texas,Saint Louis University,49th overall,3rd round,New Jersey Nets,1981
3740,Jimmy Butler,11,2012,2022,1989-09-14,Houston,Texas,Marquette University,30th overall,1st round,Chicago Bulls,2011
3741,Adrian Caldwell,6,1990,1998,1966-07-04,Falls County,Texas,"Southern Methodist University, Lamar University",,,,
3742,Joe Caldwell,11,1965,1975,1941-11-01,Texas City,Texas,Arizona State University,2nd overall,1st round,Detroit Pistons,1964
3743,Mack Calvin,11,1970,1981,1947-07-27,Fort Worth,Texas,University of Southern California,187th overall,14th round,Los Angeles Lakers,1969
3744,Bob Carpenter,2,1950,1951,1917-11-06,Cumby,Texas,East Texas State University,,,,
3745,Jimmy Carruth,1,1997,1997,1969-11-04,El Paso,Texas,Virginia Polytechnic Institute and State University,,,,
3746,Jake Carter,1,1950,1950,1924-07-25,Larue,Texas,East Texas State University,,1948 BAA Draf,Baltimore Bullets,
3747,Alex Caruso,5,2018,2022,1994-02-28,College Station,Texas,Texas A&M University,,,,
3748,Ron Cavenall,2,1985,1989,1959-04-30,Beaumont,Texas,Texas Southern University,,,,
3749,John Celestand,1,2000,2000,1977-03-06,Houston,Texas,Villanova University,30th overall,2nd round,Los Angeles Lakers,1999
3750,Bill Closs,3,1950,1952,1922-01-08,Edge,Texas,Rice University,,,,
3751,Joe Cooper,3,1982,1985,1957-09-01,Houston,Texas,"Howard University, University of Tulsa, University of Colorado",95th overall,5th round,New Jersey Nets,1981
3752,Jarrett Culver,3,2020,2022,1999-02-20,Dallas,Texas,,,,,
3753,Cade Cunningham,1,2022,2022,2001-09-25,Arlington,Texas,,,,,
3754,Dwight Davis,5,1973,1977,1949-10-28,Houston,Texas,University of Houston,3rd overall,1st round,Cleveland Cavaliers,1972
3755,Walt Davis,5,1954,1958,1931-01-05,Beaumont,Texas,Texas A&M University,1952 NBA Draft,2nd roun,Philadelphia Warriors,
3756,Willie Davis,1,1971,1971,1945-08-09,Fairfield,Texas,University of North Texas,108th overall,10th round,Cincinnati Royals,1967
3757,Eric Dawson,1,2012,2012,1984-07-07,San Antonio,Texas,Midwestern State University,,,,
3758,Michael Doleac,10,1999,2008,1977-06-15,San Antonio,Texas,University of Utah,12th overall,1st round,Orlando Magic,1998
3759,Damyean Dotson,5,2018,2022,1994-05-06,Houston,Texas,"University of Oregon, University of Houston",44th overall,2nd round,New York Knicks,2017
3760,Mike Dunleavy,15,2003,2017,1980-09-15,Fort Worth,Texas,Duke University,3rd overall,1st round,Golden State Warriors,2002
3761,Pat Durham,2,1993,1995,1967-03-10,Dallas,Texas,Colorado State University,35th overall,2nd round,Dallas Mavericks,1989
3762,Carsen Edwards,3,2020,2022,1998-03-12,Houston,Texas,,,,,
3763,Lonnie Eggleston,1,1949,1949,1918-06-08,Dodd City,Texas,Oklahoma State University,,,,
3764,Craig Ehlo,14,1984,1997,1961-08-11,Lubbock,Texas,Washington State University,48th overall,3rd round,Houston Rockets,1983
3765,Andre Emmett,2,2005,2012,1982-08-27,Dallas,Texas,Texas Tech University,35th overall,2nd round,Seattle SuperSonics,2004
3766,Earl Evans,1,1980,1980,1955-11-11,Port Arthur,Texas,"University of Southern California, University of Nevada, Las Vegas",157th overall,8th round,Detroit Pistons,1978
3767,Alton Ford,3,2002,2004,1981-05-29,Houston,Texas,University of Houston,51st overall,2nd round,Phoenix Suns,2001
3768,TJ Ford,8,2004,2012,1983-03-24,Houston,Texas,University of Texas at Austin,8th overall,1st round,Milwaukee Bucks,2003
3769,Courtney Fortson,1,2012,2012,1988-05-23,San Antonio,Texas,University of Arkansas,,,,
3770,Jeff Foster,13,2000,2012,1977-01-16,San Antonio,Texas,Texas State University,21st overall,1st round,Golden State Warriors,1999
3771,Tim Frazier,8,2015,2022,1990-11-01,Houston,Texas,Pennsylvania State University,,,,
3772,Marcus Garrett,1,2022,2022,1998-11-09,Dallas,Texas,,,,,
3773,Frank Gates,1,1950,1950,1920-04-12,Huntsville,Texas,Sam Houston State University,,,,
3774,Daniel Gibson,7,2007,2013,1986-02-27,Houston,Texas,University of Texas at Austin,42nd overall,2nd round,Cleveland Cavaliers,2006
3775,Trey Gilder,1,2010,2010,1985-01-24,Dallas,Texas,"McNeese State University, Northwestern State University",,,,
3776,Ricky Grace,1,1994,1994,1967-08-20,Dallas,Texas,"Midland College, University of Oklahoma",67th overall,3rd round,Utah Jazz,1988
3777,Gerald Green,12,2006,2019,1986-01-26,Houston,Texas,,18th overall,1st round,Boston Celtics,2005
3778,Quentin Grimes,1,2022,2022,2000-05-08,Houston,Texas,,,,,
3779,Jim Hadnot,1,1968,1968,1940-01-15,Jasper,Texas,Providence College,25th overall,3rd round,Boston Celtics,1962
3780,Chick Halbert,5,1947,1951,1919-02-27,Albany,Texas,West Texas A&M University,,,,
3781,RJ Hampton,2,2021,2022,2001-02-07,Dallas,Texas,,,,,
3782,John Hargis,2,1950,1951,1920-08-20,Nacogdoches,Texas,University of Texas at Austin,,,,
3783,Jalen Harris,1,2021,2021,1998-08-14,Dallas,Texas,,,,,
3784,Mike Harris,4,2008,2014,1983-06-15,Hillsboro,Texas,Rice University,,,,
3785,Terrel Harris,2,2012,2013,1987-08-10,Dallas,Texas,Oklahoma State University,,,,
3786,Aaron Harrison,3,2016,2018,1994-10-28,San Antonio,Texas,University of Kentucky,,,,
3787,Andrew Harrison,3,2017,2019,1994-10-28,San Antonio,Texas,University of Kentucky,44th overall,2nd round,Phoenix Suns,2015
3788,Bill Henry,2,1949,1950,1924-12-27,Dallas,Texas,Rice University,,,,
3789,Skeeter Henry,1,1994,1994,1967-12-08,Dallas,Texas,"Midland College, University of Oklahoma",,,,
3790,Kevin Hervey,1,2020,2020,1996-07-09,Arlington,Texas,,,,,
3791,Grant Hill,18,1995,2013,1972-10-05,Dallas,Texas,Duke University,3rd overall,1st round,Detroit Pistons,1994
3792,Carroll Hooser,1,1968,1968,1944-03-05,Dallas,Texas,Southern Methodist University,52nd overall,6th round,Detroit Pistons,1966
3793,Danuel House Jr,6,2017,2022,1993-06-07,Houston,Texas,,,,,
3794,Stephen Howard,4,1993,1998,1970-07-15,Dallas,Texas,DePaul University,,,,
3795,Josh Huestis,3,2016,2018,1991-12-19,Webster,Texas,Stanford University,29th overall,1st round,Oklahoma City Thunder,2014
3796,Feron Hunt,1,2022,2022,1999-07-05,DeSoto,Texas,,,,,
3797,Cedric Hunter,1,1992,1992,1965-01-16,Wichita Falls,Texas,University of Kansas,,,,
3798,Wes Iwundu,5,2018,2022,1994-12-20,Houston,Texas,,,,,
3799,Justin Jackson,5,2018,2022,1995-03-28,Houston,Texas,University of North Carolina,15th overall,1st round,Portland Trail Blazers,2017
3800,Luke Jackson,8,1965,1972,1941-10-31,San Marcos,Texas,University of Texas-Pan American,4th overall,1st round,Philadelphia 76ers,1964
3801,Stephen Jackson,14,2001,2014,1978-04-05,Houston,Texas,Butler County Community College,42nd overall,2nd round,Phoenix Suns,1997
3802,Charles Johnson,7,1973,1979,1949-03-31,Corpus Christi,Texas,University of California,93rd overall,6th round,Golden State Warriors,1971
3803,George Johnson,4,1971,1974,1947-06-19,Harleton,Texas,Stephen F. Austin State University,9th overall,1st round,Baltimore Bullets,1970
3804,Ivan Johnson,2,2012,2013,1984-04-10,San Antonio,Texas,"University of Oregon, California State University, San Bernardino",,,,
3805,Larry Johnson,10,1992,2001,1969-03-14,Tyler,Texas,"University of Nevada, Las Vegas",1st overall,1st round,Charlotte Hornets,1991
3806,Steffond Johnson,1,1987,1987,1962-11-04,Longview,Texas,"Louisiana State University, San Diego State University",100th overall,5th round,Los Angeles Clippers,1986
3807,Wesley Johnson,9,2011,2019,1987-07-11,Corsicana,Texas,"Iowa State University, Syracuse University",4th overall,1st round,Minnesota Timberwolves,2010
3808,Damon Jones,11,1999,2009,1976-08-25,Galveston,Texas,University of Houston,,,,
3809,Dwight Jones,10,1974,1983,1952-02-27,Houston,Texas,University of Houston,9th overall,1st round,Atlanta Hawks,1973
3810,Jalen Jones,2,2018,2019,1993-05-27,Dallas,Texas,Texas A&M University,,,,
3811,KC Jones,9,1959,1967,1932-05-25,Taylor,Texas,University of San Francisco,and Boston Celtics,1955 NBA Draf,Minneapolis Lakers,2nd 
3812,Mason Jones,2,2021,2022,1998-07-21,Dallas,Texas,,,,,
3813,DeAndre Jordan,14,2009,2022,1988-07-21,Houston,Texas,Texas A&M University,35th overall,2nd round,Los Angeles Clippers,2008
3814,Greg Kite,12,1984,1995,1961-08-05,Houston,Texas,Brigham Young University,21st overall,1st round,Boston Celtics,1983
3815,Luke Kornet,5,2018,2022,1995-07-15,Lantana,Texas,Vanderbilt University,,,,
3816,Keith Langford,1,2008,2008,1983-09-15,Fort Worth,Texas,University of Kansas,,,,
3817,Dave Lattin,5,1968,1973,1943-12-23,Houston,Texas,University of Texas at El Paso,10th overall,1st round,San Francisco Warriors,1967
3818,Acie Law,4,2008,2011,1985-01-25,Dallas,Texas,Texas A&M University,11th overall,1st round,Atlanta Hawks,2007
3819,Grady Lewis,3,1947,1949,1917-03-25,Boyd,Texas,University of Oklahoma,,,,
3820,Alton Lister,16,1982,1998,1958-10-01,Dallas,Texas,Arizona State University,21st overall,1st round,Milwaukee Bucks,1981
3821,Sheldon Mac,1,2017,2017,1992-12-21,Houston,Texas,University of Miami,,,,
3822,Jack Maddox,1,1949,1949,1919-12-10,Medicine Mound,Texas,West Texas A&M University,,,,
3823,Guy Manning,2,1968,1969,1944-02-04,Oakwood,Texas,Prairie View A&M University,87th overall,10th round,Baltimore Bullets,1966
3824,Cartier Martin,7,2009,2015,1984-11-20,Crockett,Texas,Kansas State University,,,,
3825,Slater Martin,11,1950,1960,1925-10-22,El Mina,Texas,University of Texas at Austin,,,,
3826,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000
3827,Wesley Matthews,13,2010,2022,1986-10-14,San Antonio,Texas,Marquette University,,,,
3828,Tyrese Maxey,2,2021,2022,2000-11-04,Dallas,Texas,,,,,
3829,Michael McDonald,1,1998,1998,1969-02-13,Longview,Texas,"Utah Valley State College, University of New Orleans",55th overall,2nd round,Golden State Warriors,1995
3830,Ivan McFarlin,1,2007,2007,1982-04-26,Missouri City,Texas,Oklahoma State University,,,,
3831,Mike McGee,9,1982,1990,1959-07-29,Tyler,Texas,University of Michigan,19th overall,1st round,Los Angeles Lakers,1981
3832,Bill McGill,5,1963,1970,1939-09-16,San Angelo,Texas,University of Utah,1st overall,1st round,Chicago Zephyrs,1962
3833,Cameron McGriff,1,2022,2022,1997-09-30,Grand Prairie,Texas,,,,,
3834,Elton McGriff,2,1968,1969,1942-08-21,Corsicana,Texas,Creighton University,90th overall,12th round,St. Louis Hawks,1965
3835,McCoy McLemore,8,1965,1972,1942-04-03,Houston,Texas,Drake University,23rd overall,3rd round,San Francisco Warriors,1964
